"V3","V4","V5","V6","V7","V8","V9","V10","V3.1","V4.1","V5.1","V6.1","V7.1","V8.1","V9.1","V10.1","V3.2","V4.2","V5.2","V6.2","V7.2","V8.2","V9.2","V10.2","V3.3","V4.3","V5.3","V6.3","V7.3","V8.3","V9.3","V10.3","V3.4","V4.4","V5.4","V6.4","V7.4","V8.4","V9.4","V10.4"
0.549471806527678,0.022658099425093,0.545988528781701,0.36373276776246,0.593752821160964,0.792037298325256,0.703139643861293,0.731113320079523,0.56900943862122,0.022658099425093,0.545988528781701,0.36373276776246,0.593752821160964,0.792037298325256,0.703139643861293,0.731113320079523,0.601533814423181,0.022658099425093,0.545988528781701,0.36373276776246,0.593752821160964,0.792037298325256,0.703139643861293,0.731113320079523,0.543900190411295,0.022658099425093,0.545988528781701,0.36373276776246,0.593752821160964,0.792037298325256,0.703139643861293,0.731113320079523,0.521310045784137,0.022658099425093,0.545988528781701,0.36373276776246,0.593752821160964,0.792037298325256,0.703139643861293,0.731113320079523
0.643144493350372,0.47115921066692,0.61578329071937,0.501590668080594,0.289879931389365,0.181767989693884,0.20360824742268,0.34875745526839,0.643144493350372,0.510308391516981,0.61578329071937,0.501590668080594,0.289879931389365,0.181767989693884,0.20360824742268,0.34875745526839,0.643144493350372,0.766425773307531,0.61578329071937,0.501590668080594,0.289879931389365,0.181767989693884,0.20360824742268,0.34875745526839,0.643144493350372,0.583244952130377,0.61578329071937,0.501590668080594,0.289879931389365,0.181767989693884,0.20360824742268,0.34875745526839,0.643144493350372,0.395909404831248,0.61578329071937,0.501590668080594,0.289879931389365,0.181767989693884,0.20360824742268,0.34875745526839
0.601495574802404,0.390260399053094,0.595743210559049,0.449416755037116,0.514308928410219,0.431016502055089,0.462511715089035,0.635685884691849,0.601495574802404,0.390260399053094,0.595743210559049,0.449416755037116,0.514308928410219,0.431016502055089,0.462511715089035,0.635685884691849,0.601495574802404,0.390260399053094,0.595743210559049,0.449416755037116,0.514308928410219,0.431016502055089,0.462511715089035,0.635685884691849,0.601495574802404,0.390260399053094,0.595743210559049,0.449416755037116,0.514308928410219,0.431016502055089,0.462511715089035,0.635685884691849,0.601495574802404,0.390260399053094,0.595743210559049,0.449416755037116,0.514308928410219,0.431016502055089,0.462511715089035,0.635685884691849
0.210090397084576,0.360838687859317,0.367258343568517,0.102905620360551,0.811320754716981,0.811361266179989,0.565604498594189,0.52286282306163,0.210090397084576,0.360838687859317,0.308416826381746,0.102905620360551,0.811320754716981,0.811361266179989,0.565604498594189,0.52286282306163,0.210090397084576,0.360838687859317,0.242308315475138,0.102905620360551,0.811320754716981,0.811361266179989,0.565604498594189,0.52286282306163,0.210090397084576,0.360838687859317,0.304174003394768,0.102905620360551,0.811320754716981,0.811361266179989,0.565604498594189,0.52286282306163,0.210090397084576,0.360838687859317,0.341740149280031,0.102905620360551,0.811320754716981,0.811361266179989,0.565604498594189,0.52286282306163
0.601850926959285,0.401171948831836,0.604497760501992,0.489289501590668,0.430351178116819,0.347892767314889,0.463917525773196,0.518389662027833,0.598573869984818,0.594798179413489,0.614505614923001,0.489289501590668,0.430351178116819,0.347892767314889,0.463917525773196,0.518389662027833,0.607448661927266,0.45135169111173,0.602589305819281,0.489289501590668,0.430351178116819,0.347892767314889,0.463917525773196,0.518389662027833,0.614845804799963,0.334474357028395,0.644498034328684,0.489289501590668,0.430351178116819,0.347892767314889,0.463917525773196,0.518389662027833,0.66470775715361,0.303681943733171,0.579436081092929,0.489289501590668,0.430351178116819,0.347892767314889,0.463917525773196,0.518389662027833
0.25883856311231,0.2025701724721,0.26798424435077,0.141505832449629,0.678613342962896,0.461996196552359,0.369728209934395,0.402037773359841,0.25883856311231,0.2025701724721,0.26798424435077,0.141505832449629,0.678613342962896,0.461996196552359,0.369728209934395,0.402037773359841,0.25883856311231,0.2025701724721,0.26798424435077,0.141505832449629,0.678613342962896,0.461996196552359,0.369728209934395,0.402037773359841,0.25883856311231,0.2025701724721,0.26798424435077,0.141505832449629,0.678613342962896,0.461996196552359,0.369728209934395,0.402037773359841,0.25883856311231,0.2025701724721,0.26798424435077,0.141505832449629,0.678613342962896,0.461996196552359,0.369728209934395,0.402037773359841
0.53334279899664,0.347311464321948,0.523875336880658,0.380275715800636,0.3791640335831,0.274891110974787,0.264058106841612,0.36779324055666,0.53334279899664,0.347311464321948,0.523875336880658,0.380275715800636,0.3791640335831,0.274891110974787,0.264058106841612,0.36779324055666,0.53334279899664,0.347311464321948,0.523875336880658,0.380275715800636,0.3791640335831,0.274891110974787,0.264058106841612,0.36779324055666,0.53334279899664,0.347311464321948,0.523875336880658,0.380275715800636,0.3791640335831,0.274891110974787,0.264058106841612,0.36779324055666,0.53334279899664,0.347311464321948,0.523875336880658,0.380275715800636,0.3791640335831,0.274891110974787,0.264058106841612,0.36779324055666
0.318472241942354,0.369247647384033,0.320710386289821,0.184262990455992,0.59826667870362,0.445126065885528,0.219447047797563,0.297465208747515,0.318472241942354,0.159475821479656,0.320710386289821,0.184262990455992,0.59826667870362,0.445126065885528,0.219447047797563,0.297465208747515,0.318472241942354,0.295893885659053,0.320710386289821,0.184262990455992,0.59826667870362,0.445126065885528,0.219447047797563,0.297465208747515,0.318472241942354,0.380977176528505,0.320710386289821,0.184262990455992,0.59826667870362,0.445126065885528,0.219447047797563,0.297465208747515,0.318472241942354,0.0990223393201467,0.320710386289821,0.184262990455992,0.59826667870362,0.445126065885528,0.219447047797563,0.297465208747515
0.28486913720479,0.409536692593845,0.232031668628235,0.159618239660657,0.67409948542024,0.533157475001534,0.435567010309278,0.46486083499006,0.28486913720479,0.409536692593845,0.348313828048088,0.159618239660657,0.67409948542024,0.533157475001534,0.435567010309278,0.46486083499006,0.28486913720479,0.409536692593845,0.234195329236783,0.159618239660657,0.67409948542024,0.533157475001534,0.435567010309278,0.46486083499006,0.28486913720479,0.409536692593845,0.262955244038375,0.159618239660657,0.67409948542024,0.533157475001534,0.435567010309278,0.46486083499006,0.28486913720479,0.409536692593845,0.258687548349286,0.159618239660657,0.67409948542024,0.533157475001534,0.435567010309278,0.46486083499006
0.259311846277628,0.362179364036727,0.277658765807477,0.186747130157036,0.595558364178027,0.675480031899883,0.532567947516401,0.424602385685885,0.259311846277628,0.326745906993234,0.277658765807477,0.116986243705906,0.595558364178027,0.675480031899883,0.532567947516401,0.424602385685885,0.259311846277628,0.347036676078629,0.277658765807477,0.198730283579734,0.595558364178027,0.675480031899883,0.532567947516401,0.424602385685885,0.259311846277628,0.282478177337228,0.277658765807477,0.21808790546758,0.595558364178027,0.675480031899883,0.532567947516401,0.424602385685885,0.259311846277628,0.485984424079063,0.277658765807477,0.132033337098457,0.595558364178027,0.675480031899883,0.532567947516401,0.424602385685885
0.377903926620821,0.457558336151505,0.407090042153272,0.277539766702015,0.265685654960729,0.145113796699589,0.0772961574507966,0.165159045725646,0.389610313444556,0.457558336151505,0.407090042153272,0.277539766702015,0.265685654960729,0.145113796699589,0.0772961574507966,0.165159045725646,0.393877750156555,0.457558336151505,0.407090042153272,0.277539766702015,0.265685654960729,0.145113796699589,0.0772961574507966,0.165159045725646,0.396640838410888,0.457558336151505,0.407090042153272,0.277539766702015,0.265685654960729,0.145113796699589,0.0772961574507966,0.165159045725646,0.47172869270875,0.457558336151505,0.407090042153272,0.277539766702015,0.265685654960729,0.145113796699589,0.0772961574507966,0.165159045725646
0.398838124128043,0.276207114634978,0.362633111051918,0.270413573700954,0.401462489843821,0.336850499969327,0.233223992502343,0.328330019880716,0.415629489623316,0.323314763947795,0.429582661744154,0.270413573700954,0.401462489843821,0.336850499969327,0.233223992502343,0.328330019880716,0.417649836063698,0.347610938097661,0.424651320977852,0.270413573700954,0.401462489843821,0.336850499969327,0.233223992502343,0.328330019880716,0.423643769208958,0.327400761938171,0.412004509585286,0.270413573700954,0.401462489843821,0.336850499969327,0.233223992502343,0.328330019880716,0.437866157624488,0.204881148861817,0.419219170777707,0.270413573700954,0.401462489843821,0.336850499969327,0.233223992502343,0.328330019880716
0.56410314152029,0.510314507947244,0.584784207091535,0.415482502651113,0.404170804369414,0.694497270106128,0.483833177132146,0.555666003976143,0.6188250355215,0.510314507947244,0.579875840698762,0.415482502651113,0.404170804369414,0.694497270106128,0.483833177132146,0.555666003976143,0.604047631532568,0.510314507947244,0.623537079283404,0.415482502651113,0.404170804369414,0.694497270106128,0.483833177132146,0.555666003976143,0.658773763575888,0.510314507947244,0.566793871327063,0.415482502651113,0.404170804369414,0.694497270106128,0.483833177132146,0.555666003976143,0.57796712246253,0.510314507947244,0.556281967096129,0.415482502651113,0.404170804369414,0.694497270106128,0.483833177132146,0.555666003976143
0.419754839320365,0.119414145324762,0.414000414622348,0.234150343661222,0.283289699377088,0.247898901907858,0.232849109653233,0.266600397614314,0.419754839320365,0.430836928189287,0.414000414622348,0.310343746720533,0.283289699377088,0.247898901907858,0.232849109653233,0.266600397614314,0.419754839320365,0.380966686841585,0.414000414622348,0.242280963934177,0.283289699377088,0.247898901907858,0.232849109653233,0.266600397614314,0.419754839320365,0.284918187255529,0.414000414622348,0.263367894164836,0.283289699377088,0.247898901907858,0.232849109653233,0.266600397614314,0.419754839320365,0.224376775144639,0.414000414622348,0.225116569834997,0.283289699377088,0.247898901907858,0.232849109653233,0.266600397614314
0.30380209720834,0.436252959080149,0.34420565268468,0.184432661717921,0.545905931208811,0.643886878105638,0.498594189315839,0.398856858846919,0.405748219003352,0.436252959080149,0.34420565268468,0.184432661717921,0.545905931208811,0.643886878105638,0.498594189315839,0.398856858846919,0.280818739074359,0.436252959080149,0.34420565268468,0.184432661717921,0.545905931208811,0.643886878105638,0.498594189315839,0.398856858846919,0.394182054463729,0.436252959080149,0.34420565268468,0.184432661717921,0.545905931208811,0.643886878105638,0.498594189315839,0.398856858846919,0.33239949319846,0.436252959080149,0.34420565268468,0.184432661717921,0.545905931208811,0.643886878105638,0.498594189315839,0.398856858846919
0.357754744663732,0.00224218856760447,0.365835118512888,0.216638658010761,0.553128103277061,0.429789583461137,0.384020618556701,0.366003976143141,0.357754744663732,0.515211305659273,0.365835118512888,0.219801389739677,0.553128103277061,0.429789583461137,0.384020618556701,0.366003976143141,0.357754744663732,0.253209371043156,0.365835118512888,0.20562899514416,0.553128103277061,0.429789583461137,0.384020618556701,0.366003976143141,0.357754744663732,0.4809184294753,0.365835118512888,0.233571712044711,0.553128103277061,0.429789583461137,0.384020618556701,0.366003976143141,0.357754744663732,0.288244161159093,0.365835118512888,0.251911394124653,0.553128103277061,0.429789583461137,0.384020618556701,0.366003976143141
0.364380708978182,0.352384173148461,0.352083477299426,0.229480381760339,0.41563600252776,0.161401141034292,0.173266166822868,0.261381709741551,0.364380708978182,0.352384173148461,0.352083477299426,0.229480381760339,0.41563600252776,0.161401141034292,0.173266166822868,0.261381709741551,0.364380708978182,0.352384173148461,0.352083477299426,0.229480381760339,0.41563600252776,0.161401141034292,0.173266166822868,0.261381709741551,0.364380708978182,0.352384173148461,0.352083477299426,0.229480381760339,0.41563600252776,0.161401141034292,0.173266166822868,0.261381709741551,0.364380708978182,0.352384173148461,0.352083477299426,0.229480381760339,0.41563600252776,0.161401141034292,0.173266166822868,0.261381709741551
0.433006767949264,0.370984105512344,0.444406053486283,0.27796394485684,0.581114020041528,0.560763143365438,0.403467666354264,0.510934393638171,0.433006767949264,0.370984105512344,0.444406053486283,0.27796394485684,0.581114020041528,0.560763143365438,0.403467666354264,0.510934393638171,0.433006767949264,0.370984105512344,0.444406053486283,0.27796394485684,0.581114020041528,0.560763143365438,0.403467666354264,0.510934393638171,0.433006767949264,0.370984105512344,0.444406053486283,0.27796394485684,0.581114020041528,0.560763143365438,0.403467666354264,0.510934393638171,0.433006767949264,0.370984105512344,0.444406053486283,0.27796394485684,0.581114020041528,0.560763143365438,0.403467666354264,0.510934393638171
0.607174972786218,0.215350144228833,0.595743210559049,0.38165583736884,0.412386025097048,0.255567143120054,0.346532333645736,0.4720675944334,0.607174972786218,0.303499773555982,0.595743210559049,0.464290607293167,0.412386025097048,0.255567143120054,0.346532333645736,0.4720675944334,0.607174972786218,0.534960024211655,0.595743210559049,0.470336953314081,0.412386025097048,0.255567143120054,0.346532333645736,0.4720675944334,0.607174972786218,0.537331880286178,0.595743210559049,0.391948352527605,0.412386025097048,0.255567143120054,0.346532333645736,0.4720675944334,0.607174972786218,0.576585031813211,0.595743210559049,0.478624488595415,0.412386025097048,0.255567143120054,0.346532333645736,0.4720675944334
0.310426428131951,0.157253973621914,0.301775965724553,0.182224166397783,0.407691613252686,0.189896325378811,0.156138706654171,0.237624254473161,0.310426428131951,0.157253973621914,0.301775965724553,0.148609752639717,0.407691613252686,0.189896325378811,0.156138706654171,0.237624254473161,0.310426428131951,0.157253973621914,0.301775965724553,0.185527746597498,0.407691613252686,0.189896325378811,0.156138706654171,0.237624254473161,0.310426428131951,0.157253973621914,0.301775965724553,0.232707384343468,0.407691613252686,0.189896325378811,0.156138706654171,0.237624254473161,0.310426428131951,0.157253973621914,0.301775965724553,0.183394122722365,0.407691613252686,0.189896325378811,0.156138706654171,0.237624254473161
